# sft export v3 -- generated 2024-11-02
id	instruction	input	output	source
m02436	Reverse:	uavlmbi	ibmlvau	vendor_b
m02437	Repeat:	batch parser it	batch parser it	synthetic
m02438	Repeat:	gradient single batch	gradient single batch	vendor_b
m02439	Sort letters:	zohqs	hoqsz	vendor_b
m02440	rEVERSE:	wmr	rmw	scrape
m02441	sort letters:	euhmy	ehmuy	scrape
m02442	Sort letters:	yswone	enoswy	vendor_a
m02443	Count vowels:	ihxyghxuop	3	vendor_a
m02444	  Uppercase: 	fupcpuvl	FUPCPUVL	vendor_a
m02445	Sort letters:	utjd	djtu	vendor_b
m02446	Reverse:	vvyt	tyvv	synthetic
m02447	Count vowels:	wdgl	0	vendor_a
m02448	Length:	kd	2	vendor_a
m02449	Reverse:	vnzwdjf	fjdwznv	synthetic
m02450	sort letters:	ybkyku	bkkuyy	scrape
m02451	repeat:	a quick über	a quick über	scrape
m02452	Reverse:	phil	lihp	synthetic
m02453	Sort letters:	ncm	cmn	vendor_a
m02454	Uppercase:	nitebqw	NITEBQW	vendor_b
m02455	Reverse:	bghgcii	iicghgb	synthetic
m02456	Count vowels:	jiwhnm	1	vendor_a
m02457	REVERSE:	vhpiaoz	zoaiphv	scrape
m02458	REVERSE:	tnucps
m02459	Reverse:	gpfs	sfpg	vendor_b
m02460	Sort letters:	mjcycv	ccjmvy	vendor_a
m02461	Reverse:	ejiwdm	mdwije	vendor_b
m02462	Reverse:	elvjh	hjvle	synthetic
m02463	Sort letters:	wpgi	gipw	vendor_a
m02464	Sort letters:	ibwbabau
m02465	Uppercase:	vcy	VCY	synthetic
m02466	Uppercase:	tlgisctlb	TLGISCTLB	vendor_b
m02467	UPPERCASE:	srntplfj	SRNTPLFJ	scrape
m02468	Repeat:	token déjà quick back a text learns every without señor	token déjà quick back a text learns every without señor	vendor_b
m02469	Reverse:	enzbftjo	ojtfbzne	synthetic
m02470	Sort letters:	lpmcrdu	cdlmpru	synthetic	EXTRA
m02471	Length:	ttilslnkvhoj	12	synthetic
m02472	sORT LETTERS:	fjkczyos	cfjkosyz	scrape
m02473	Repeat:	"it	of losing"	"it	of losing"	vendor_a
m02474	Sort letters:	wtxuuse	estuuwx	synthetic
m02475	Sort letters:	gax	agx	synthetic
m02476	Count vowels:	srtpyuk	1	synthetic
m02477	Reverse:	tdonxuv	vuxnodt	vendor_b
m02478	Reverse:	kyzxrwe	ewrxzyk	vendor_a
m02479	Sort  letters:	aqhdnaho	aadhhnoq	scrape
m02480	Reverse:	aknobgvo	ovgbonka	vendor_a
m02481	Sort letters:	cpua	acpu	vendor_a
m02482	  Sort letters: 	ouxcuea	aceouux	scrape
m02483	Reverse:	dvsidto	otdisvd	synthetic
m02484	Count vowels:	dipehdsa	3	synthetic
m02485	Sort  letters:	bjfgutvw	bfgjtuvw	scrape
m02486	Sort letters:	cbfekdr	bcdefkr	synthetic
m02487	Length:	jwnbfj	6	vendor_b
m02488	Sort letters:	rmvc	cmrv	vendor_a
m02489	Reverse:	uwt	twu	vendor_a
m02490	Uppercase:	uwoylqphw	UWOYLQPHW	synthetic
m02491	Sort letters:	pbvjv	bjpvv	vendor_b
m02492	Sort letters:	fqr	fqr	vendor_a
m02493	Uppercase:	nlzxsg	NLZXSG	synthetic
m02494	Count  vowels:	gauv	2	scrape
m02495	Uppercase:	ydb	YDB	scrape
m02496	Reverse:	taicj	jciat	vendor_a
m02497	Sort letters:	reako	aekor	vendor_b
m02498	Repeat:	"she said ""café déjà back"""	"she said ""café déjà back"""	vendor_b
m02499	SORT LETTERS:	apr	apr	scrape
m02500	Uppercase:	lsdtsqcpo	LSDTSQCPO	synthetic
m02501	UPPERCASE:	fjzqid	FJZQID	scrape
m02502	Uppercase:	mfoeim	MFOEIM	synthetic
m02503	Uppercase:	xydmlnts	XYDMLNTS	vendor_b
m02504	Repeat:	a losing	a losing	synthetic
m02505	Uppercase:	qvqh	QVQH	vendor_b	EXTRA
m02506	Sort letters:	envs	ensv	vendor_b
m02507	Uppercase:	dsyc
m02508	Reverse:	sjjz	zjjs	vendor_a
m02509	Repeat:	loss back	loss back	synthetic
m02510	Repeat:	"she said ""copy losing"""	"she said ""copy losing"""	vendor_b
m02511	Reverse:	vopewinb	bniwepov	vendor_a
m02512	Sort letters:	ambvpak	aabkmpv	synthetic
m02513	Sort letters:	woy	owy	vendor_a
m02514	Sort  letters:	mjgb	bgjm	scrape
m02515	Uppercase:	apopd	APOPD	synthetic
m02516	Reverse:	fdvqt	tqvdf	vendor_b
m02517	Reverse:	mclzvs	svzlcm	vendor_a
m02518	Repeat:	losing small déjà	losing small déjà	vendor_a
m02519	repeat:	character copy and	character copy and	scrape
m02520	Uppercase:	vqykg	VQYKG	vendor_b
m02521	Repeat:	exactly learns déjà	exactly learns déjà	synthetic
m02522	Repeat:	and text a	and text a	vendor_b
m02523	Reverse:	ftnrqe	eqrntf	vendor_b
m02524	Reverse:	dtsb	bstd	vendor_a
m02525	Reverse:	gbseetju	ujteesbg	vendor_a
m02526	Uppercase:	uixpdds	UIXPDDS	vendor_a
m02527	Uppercase:	sflyse	SFLYSE	
m02528	Sort  letters:	yydgll	dgllyy	scrape
m02529	Sort letters:	lzeu		synthetic
m02530	Uppercase:	qzujgo	QZUJGO	vendor_a
m02531	Sort  letters:	wjr	jrw	scrape
m02532	  Count vowels: 	ztcflpjla	1	synthetic
m02533	COUNT VOWELS:	zebfnddhi	2	scrape
m02534	Reverse:	mvinvfpa	apfvnivm	synthetic
m02535	Sort letters:	abmihsba	aabbhims	vendor_b
m02536	Reverse:	dkmh	hmkd	vendor_b
m02537	Length:	eqyqszavs	9	vendor_b
m02538	Reverse:	eol	loe	vendor_a
m02539	Repeat:	to model parser	to model parser	vendor_a
m02540	Sort letters:	bieusad	abdeisu	vendor_a
m02541	uPPERCASE:	kudgn	KUDGN	scrape
m02542	Reverse:	cqcwoqwr	rwqowcqc	vendor_b
m02543	lENGTH:	ofovu	5	scrape
m02544	uPPERCASE:	nxyxzev	NXYXZEV	scrape
m02545	Count  vowels:	sntfcqxk	0	scrape
m02546	Uppercase:	csablly	CSABLLY	synthetic
m02547	Reverse:	ceahdxw	wxdhaec	vendor_b
m02548	length:	kzowomipiq	10	scrape
m02549	Reverse:	xxyew	weyxx	synthetic
m02550	Reverse:	yrlg	glry	vendor_a
m02551	rEPEAT:	text model single	text model single	scrape
m02552	Uppercase:	sqolxb	SQOLXB	vendor_a
m02553	Reverse:	oxpu	upxo	synthetic
m02554	Reverse:	mch	hcm	vendor_b
m02555	Sort letters:	nliheao	aehilno	vendor_b
m02556	Uppercase:	doilsyn	DOILSYN	synthetic
m02557	UPPERCASE:	pnjhopvgb	PNJHOPVGB	scrape
m02558	Sort letters:	aviu	aiuv	vendor_a
m02559	Reverse:	wcgoexf	fxeogcw	synthetic
m02560	Sort letters:	fxmf	ffmx	vendor_a
m02561	Reverse:	swezlso	oslzews	vendor_a
m02562	Repeat:	résumé model it naïve a model single losing and	résumé model it naïve a model single losing and	synthetic
m02563	Count vowels:	ohdjzinp	2	synthetic
m02564	Reverse:	rdogefc	cfegodr	vendor_a
m02565	Repeat:	"she said ""copy"""	"she said ""copy"""	vendor_b
m02566	  Sort letters: 	ubq	bqu	vendor_a
m02567	Reverse:	mav	vam	vendor_b
m02568	Length:	md	2	vendor_b
m02569	Uppercase:	gpxbfzgj	GPXBFZGJ	vendor_a
m02570	Reverse:	hbvtryl	lyrtvbh	vendor_a
m02571	Uppercase:	ojwjz	OJWJZ	vendor_a
m02572	Uppercase:	gdep	GDEP	
m02573	Reverse:	cfl	lfc	synthetic
m02574	Reverse:	yrv	vry	vendor_a
m02575	Reverse:	kjmqrv	vrqmjk	vendor_a
m02576	Repeat:	naïve café model a über parser exactly jalapeño	naïve café model a über parser exactly jalapeño	synthetic
m02577	reverse:	toj	jot	scrape
m02578	Repeat:	loss and single	loss and single	synthetic
m02579	Sort letters:	bkfnrrvh	bfhknrrv	vendor_a
m02580	Reverse:	wbvuge	eguvbw	vendor_a
m02581	Uppercase:	jskxzrsou	JSKXZRSOU	vendor_a
m02582	Reverse:	etqhtsnm	mnsthqte	vendor_a
m02583	Reverse:	bcrdlsbq	qbsldrcb	vendor_b
m02584	Uppercase:	vlrzv	VLRZV	vendor_a
m02585	Reverse:	kaqi	iqak	vendor_a
m02586	Reverse:	xpgzj	jzgpx	scrape
m02587	Sort letters:	ljuji	ijjlu	vendor_b
m02588	Sort letters:	tsx	stx	synthetic
m02589	Repeat:	it small without	it small without	vendor_a
m02590	Sort  letters:	aejet	aeejt	scrape
m02591	Uppercase:	zthpp	ZTHPP	synthetic
m02592	Uppercase:	jtlp	JTLP	vendor_a
m02593	Uppercase:	jdhboyr	JDHBOYR	synthetic
m02594	rEVERSE:	dzftmob	bomtfzd	scrape
m02595	Sort letters:	acpszc	accpsz	vendor_a
m02596	Repeat:	"she said ""naïve small line señor model loss déjà"""	"she said ""naïve small line señor model loss déjà"""	vendor_b
m02597	sort letters:	vgw	gvw	scrape
m02598	Sort letters:	ezgbz	begzz	synthetic
m02599	Sort letters:	xxyjl	jlxxy	vendor_a
m02600	Reverse:	rsml	lmsr	vendor_a
m02601	Repeat:	résumé the	résumé the	scrape
m02602	Uppercase:	qfdhgi	QFDHGI	vendor_b
m02603	Count  vowels:	mrblqyrxx	0	scrape
m02604	Sort letters:	jylw	jlwy	vendor_a
m02605	Sort letters:	wqir	iqrw	vendor_b
m02606	Uppercase:	iuuqcdz	IUUQCDZ	vendor_a
m02607	Reverse:	wlhw	whlw	vendor_a
m02608	Count vowels:	vdfevvx	1	vendor_b
m02609	reverse:	yyzx	xzyy	scrape
m02610	Reverse:	lncgu	ugcnl	vendor_a
m02611	Reverse:	eeykjjas	sajjkyee	synthetic
m02612	Repeat:	small quick text	small quick text	vendor_b
m02613	Sort letters:	pujndlnr	djlnnpru	vendor_a
m02614	Repeat:	quick über café	quick über café	scrape
m02615	Reverse:	iqickmi	imkciqi	vendor_a
m02616	Sort letters:	snlqhso	hlnoqss	vendor_a
m02617	Reverse:	utrrryul	luyrrrtu	synthetic
m02618	Reverse:	tbea	aebt	synthetic
m02619	Sort  letters:	smyznwpo	mnopswyz	scrape
m02620	sort letters:	mtz	mtz	scrape
m02621	Sort  letters:	gqsfpe	efgpqs	scrape
m02622	Sort letters:	jez	ejz	vendor_b
m02623	Sort letters:	xbl	blx	vendor_b
m02624	sORT LETTERS:	efxgnf	effgnx	scrape
m02625	sort letters:	txeqx	eqtxx	scrape
m02626	Length:	cfvoer	6	vendor_b
m02627	Length:	xdokkgam	8	synthetic
m02628	Reverse:	ozsu	uszo	vendor_a
m02629	Length:	dcgcuqjtygck	12	vendor_b
m02630	Count vowels:	ibxthc	1	vendor_b
m02631	SORT LETTERS:	elh	ehl	scrape
m02632	Count vowels:	dofuvtoap	4	synthetic
m02633	Sort letters:	butagop	abgoptu	vendor_a
m02634	Repeat:	"exactly
a character text learns a and token"	"exactly
a character text learns a and token"	synthetic
m02635	Repeat:	a and token character it jalapeño loss parser back a	a and token character it jalapeño loss parser back a	scrape
m02636	Reverse:	tpf	fpt	synthetic
m02637	SORT LETTERS:	grzp	gprz	scrape
m02638	Sort  letters:	adk	adk	scrape
m02639	Sort letters:	khzgcil	cghiklz	synthetic
m02640	rEPEAT:	the copy loss of single a line quick gradient	the copy loss of single a line quick gradient	scrape
m02641	Reverse:	olmihfz	zfhimlo	vendor_b
m02642	Uppercase:	xvyzowmcv	XVYZOWMCV	vendor_b
m02643	Reverse:	gwfkrskd	dksrkfwg	vendor_b
m02644	Sort letters:	evvz	evvz	synthetic
m02645	Sort letters:	bsfbxn	bbfnsx	vendor_b
m02646	rEVERSE:	mkbu	ubkm	scrape
m02647	Uppercase:	loytyo​	LOYTYO	synthetic
m02648	lENGTH:	vbvnvcc	7	scrape
m02649	Sort letters:	tlihc	chilt	scrape
m02650	Length:	qwtomx	6	synthetic
m02651	Repeat:	of every the	of every the	vendor_b
m02652	Sort  letters:	wqkes	ekqsw	scrape
m02653	Length:	iwnyuskwpo	10	vendor_a
m02654	Sort letters:	ovnfzm	fmnovz	vendor_a
m02655	Uppercase:	oinfcac	OINFCAC	synthetic
m02656	Uppercase:	nhn	NHN	vendor_b
m02657	Uppercase:	rkrh	RKRH	synthetic
m02658	COUNT VOWELS:	wjjpq	0	scrape
m02659	Length:	ifrfyuhri	9	vendor_b
m02660	Sort letters:	sbl	bls	synthetic
m02661	Reverse:	rpmj	jmpr	vendor_b
m02662	Sort letters:	rys	rsy	vendor_b
m02663	Sort letters:	rbh	bhr	vendor_a
m02664	Reverse:	vbgjlcwl	lwcljgbv	vendor_b
m02665	Repeat:	jalapeño back
m02666	Sort letters:	qqjd	djqq	vendor_a
m02667	Repeat:	"she said ""small quick über"""	"she said ""small quick über"""	vendor_b
m02668	Sort letters:	vcl	clv	vendor_a
m02669	SORT LETTERS:	jio	ijo	scrape
m02670	Reverse:	whn	nhw	synthetic
m02671	Reverse:	grpjdiyg	gyidjprg	vendor_a
m02672	repeat:	quick	quick	scrape
m02673	Repeat:	"she said ""déjà gradient"""	"she said ""déjà gradient"""	vendor_b
m02674	REVERSE:	jxzaxxtx	xtxxazxj	scrape
m02675	Reverse:	yec	cey	vendor_a
m02676	uppercase:	uxetsu
m02677	sORT LETTERS:	lzeu	eluz	scrape
m02678	UPPERCASE:	sfmcyxmp	SFMCYXMP	scrape
m02679	sORT LETTERS:	nkptqfr	fknpqrt	scrape
m02680	Uppercase:	rgw	RGW	synthetic
m02681	Uppercase:	umb	UMB	vendor_b
m02682	Sort letters:	ersinwnw	einnrsww	vendor_b
m02683	Uppercase:	hbwjo	HBWJO	vendor_a
m02684	Repeat:	résumé model loss	résumé model loss	vendor_b
m02685	Uppercase:	zzqevjr	ZZQEVJR	vendor_b
m02686	Uppercase:	nujvc	NUJVC	vendor_a
m02687	lENGTH:	fryxws	6	scrape
m02688	Uppercase:	nlilukged	NLILUKGED	synthetic
m02689	REVERSE:	xvf	fvx	scrape
m02690	lENGTH:	lfeevhlknu	10	scrape
m02691	Sort letters:	wqhg
m02692	Uppercase:	wxnfcicg	WXNFCICG	vendor_b
m02693	Length:	jochhn	6	vendor_a
m02694	Count vowels:	mlrro	1	vendor_b
m02695	rEPEAT:	"she said ""naïve small line señor model loss déjà"""	"she said ""naïve small line señor model loss déjà"""	scrape
m02696	rEVERSE:	hkpbbwr	rwbbpkh	scrape
m02697	Repeat:	"she said ""and exactly"""	"she said ""and exactly"""	synthetic
m02698	Repeat:	data line señor text text the token	data line señor text text the token	vendor_b
m02699	Reverse:	ebf	fbe	scrape
m02700	Repeat:	small loss learns	small loss learns	vendor_a
m02701	Sort letters:	pcpl	clpp	vendor_a

m02702	Reverse:	xgpdyks	skydpgx	vendor_a
m02703	Uppercase:	nzp	NZP	vendor_a
m02704	Sort letters:	gsbzgx	bggsxz	vendor_b
m02705	Count vowels:	fwznwrzng	0	synthetic
m02706	Length:	lfhxt	5	vendor_a
m02707	Sort letters:	rcqisikj	ciijkqrs	vendor_b
m02708	Length:	dgw	3	vendor_b
m02709	Uppercase:	rfp	RFP	vendor_a

m02710	Sort letters:	pfo	fop	vendor_a
m02711	rEPEAT:	"she said ""of without learns"""	"she said ""of without learns"""	scrape
m02712	Sort letters:	hqgijywt	ghijqtwy	vendor_b
m02713	Sort  letters:	phc	chp	scrape
m02714	Sort letters:	vzxh	hvxz	vendor_a
m02715	Repeat:	déjà it losing copy jalapeño and text copy	déjà it losing copy jalapeño and text copy	vendor_a
m02716	Sort letters:	capwjw	acjpww	vendor_a
m02717	Count vowels:	wqsdohpvq	1	vendor_b
m02718	Reverse:	vgotmzh	hzmtogv	vendor_b
m02719	Repeat:	"she said ""naïve résumé copy"""	"she said ""naïve résumé copy"""	vendor_b
m02720	REPEAT:	reads reads café	reads reads café	scrape
m02721	Sort letters:	gxewyc	cegwxy	synthetic
m02722	Uppercase:	qnaqngu	QNAQNGU	synthetic

m02723	Sort letters:	gjmrg	ggjmr	synthetic
m02724	COUNT VOWELS:	dqajd	1	scrape
m02725	Reverse:	arbthkd	dkhtbra	vendor_b
m02726	Repeat:	copy déjà reads back a it back a	copy déjà reads back a it back a	vendor_b
m02727	Repeat:	and batch	and batch	vendor_a
m02728	Repeat:	"the
batch small"	"the
batch small"	vendor_b
m02729	Reverse:	ufbkjbjn	njbjkbfu	vendor_a
m02730	Repeat:	a data	a data	vendor_b
m02731	uPPERCASE:	xuofys	XUOFYS	scrape
m02732	Reverse:	suzvij	jivzus	vendor_a
m02733	Sort letters:	wmy	mwy	scrape
m02734	Reverse:	ttjmg	gmjtt	vendor_a
m02735	uppercase:	ptrdwwip	PTRDWWIP	scrape
m02736	Uppercase:	veop	VEOP	vendor_a
m02737	Sort letters:	soipffpm	ffimopps	vendor_b
m02738	Count vowels:	prfgh	0	synthetic
m02739	Sort letters:	auwuurqd	adqruuuw	vendor_b
m02740	Uppercase:	imemg	IMEMG	synthetic
m02741	Repeat:	copy gradient model	copy gradient model	vendor_a
m02742	Sort letters:	xhrqwqdc	cdhqqrwx	vendor_b
m02743	Repeat:	line model a déjà line señor learns exactly	line model a déjà line señor learns exactly	vendor_b
m02744	count vowels:	hnewl	1	scrape
m02745	Repeat:	"she said ""señor of"""	"she said ""señor of"""	scrape
m02746	Uppercase:	wcbqlskse	WCBQLSKSE	vendor_b
m02747	Sort letters:	utc	ctu	vendor_b
m02748	rEVERSE:	mqhzmogf	fgomzhqm	scrape
m02749	Sort letters:	melh	ehlm	synthetic
m02750	Sort letters:	kmdtfg	dfgkmt	synthetic
m02751	Reverse:	zjipodh	hdopijz	synthetic
m02752	Uppercase:	ahviprvnt	AHVIPRVNT	scrape
m02753	rEVERSE:	eyxt	txye	scrape
m02754	Sort letters:	czc	ccz	synthetic
m02755	Sort letters:	hmumi	himmu	vendor_a
m02756	Repeat:	"she said ""of without learns"""	"she said ""of without learns"""	synthetic
m02757	Sort letters:	hubuivh	bhhiuuv	synthetic
m02758	Uppercase:	prrwme	PRRWME	vendor_a
m02759	Sort letters:	ivqnqeju
m02760	Sort letters:	adbp	abdp	vendor_b
m02761	Uppercase:	tnlbjelnt	TNLBJELNT	vendor_b
m02762	Uppercase:	ncgr	NCGR	vendor_b
m02763	reverse:	omamh	hmamo	scrape
m02764	Length:	oksiyroajkl	11	vendor_a
m02765	sORT LETTERS:	qcez	ceqz	scrape
m02766	Sort letters:	vktw	ktvw	vendor_b
m02767	Uppercase:	qazrtjyew	QAZRTJYEW	vendor_b
m02768	Reverse:	mkbu	ubkm	vendor_a
m02769	Count vowels:	mzvwyoyn	1	vendor_a
m02770	Sort letters:	wzchpxa	achpwxz	synthetic
m02771	Repeat:	and learns to a it über reads parser token señor	and learns to a it über reads parser token señor	vendor_b
m02772	Reverse:	emxbr	rbxme	vendor_b
m02773	Reverse:	ouojad	dajouo	vendor_b
m02774	lENGTH:	mnjt	4	scrape
m02775	Sort letters:	vxqjqovw	joqqvvwx	vendor_b
m02776	Sort letters:	cjnrm	cjmnr	vendor_a
m02777	Sort letters:	tpucldas	acdlpstu	vendor_b
m02778	Length:	ag	2	vendor_b
m02779	Uppercase:	nsms	NSMS	synthetic
m02780	Sort letters:	epn	enp	vendor_a
m02781	Repeat:	reads it gradient a token über token parser	reads it gradient a token über token parser	scrape
m02782	Reverse:	hvga	agvh	synthetic
m02783	Sort letters:	ummse	emmsu	vendor_a	EXTRA
m02784	Repeat:	losing naïve exactly über parser character of	losing naïve exactly über parser character of	synthetic
m02785	Length:	sstrzdjeaibv	12	synthetic
m02786	Repeat:	text without jalapeño	text without jalapeño	vendor_a
m02787	REVERSE:	uqqd	dqqu	scrape
m02788	reverse:	nyuysyhu	uhysyuyn	scrape	EXTRA
m02789	Uppercase:	mfuwr	MFUWR	vendor_a
m02790	Uppercase:	ahviprvnt	AHVIPRVNT	vendor_b
m02791	Sort letters:	pdmlcomj	cdjlmmop	vendor_b
m02792	Count vowels:	odwe	2	scrape
m02793	Reverse:	mxcxhcno	onchxcxm	synthetic
m02794	Reverse:	lhcdd	ddchl	vendor_a
m02795	rEPEAT:	"she said ""token data"""	"she said ""token data"""	scrape
m02796	Length:	ipwea	5	vendor_a
m02797	Sort letters:	sqakljam	aajklmqs	vendor_a
m02798	Count vowels:	qkto	1	vendor_b
m02799	repeat:	model token	model token	scrape
m02800	Length:	vhyadreqsh	10	vendor_a
m02801	Reverse:	rhokyo	oykohr	synthetic
m02802	Reverse:	dzftmob	bomtfzd	synthetic
m02803	Uppercase:	ecgug	ECGUG	vendor_a
m02804	rEVERSE:	igxkqzop	pozqkxgi	scrape
m02805	rEVERSE:	zihvdgd	dgdvhiz	scrape
m02806	Reverse:	vemdzu	uzdmev	synthetic
m02807	uppercase:	shg	SHG	scrape
m02808	Sort letters:	wpw	pww	vendor_a
m02809	Sort letters:	oqjdk	djkoq	synthetic
m02810	Repeat:	back copy	back copy	synthetic

m02811	Sort letters:	xuju	juux	synthetic	EXTRA
m02812	Reverse:	mwin		vendor_a
m02813	Repeat:	copy and résumé	copy and résumé	synthetic
m02814	Reverse:	muajndts	stdnjaum	vendor_a
m02815	Repeat:	"token	of"	"token	of"	synthetic
m02816	Reverse:	rkm	mkr	vendor_b
m02817	SORT LETTERS:	mgthk	ghkmt	scrape
m02818	Reverse:	mqhzmogf	fgomzhqm	vendor_b
m02819	Uppercase:	tjldt	TJLDT	vendor_a
m02820	Sort letters:	sehc	cehs	scrape

m02821	Sort letters:	dfbqsoq		synthetic
m02822	UPPERCASE:	nhn	NHN	scrape
m02823	Reverse:	tfqgd	dgqft	synthetic
m02824	Repeat:	and gradient exactly the character text parser and café without	and gradient exactly the character text parser and café without	synthetic
m02825	Reverse:	bvchg	ghcvb	synthetic
m02826	Uppercase:	tlpdd	TLPDD	synthetic
m02827	Uppercase:	qtr	QTR	synthetic
m02828	rEVERSE:	mxcxhcno	onchxcxm	scrape
m02829	Sort letters:	dtszsc	cdsstz	vendor_b
m02830	uPPERCASE:	wfijp	WFIJP	scrape
m02831	Sort letters:	mnpcizv	cimnpvz	synthetic
m02832	Sort letters:	drzmbko	bdkmorz	vendor_a
m02833	Reverse:	vvvlob	bolvvv	vendor_a
m02834	REVERSE:	ycmwd	dwmcy	scrape
m02835	Reverse:	nopdcjts	stjcdpon	synthetic
m02836	Reverse:	yujmy	ymjuy	vendor_b
m02837	rEPEAT:	small copy single	small copy single	scrape
m02838	Uppercase:	vcmingcnh	VCMINGCNH	synthetic
m02839	Reverse:	bhel	lehb	vendor_b
m02840	REPEAT:	a parser naïve	a parser naïve	scrape
m02841	Reverse:	xqkig	gikqx	vendor_a
m02842	Repeat:	"she said ""jalapeño"""	"she said ""jalapeño"""	vendor_b
m02843	Sort letters:	xnr	nrx	vendor_b
m02844	Reverse:	rqwydux	xudywqr	synthetic
m02845	Uppercase:	epw	EPW	vendor_a
m02846	Count vowels:	himfacg	2	vendor_a
m02847	Uppercase:	vub	VUB	synthetic
m02848	uppercase:	dvkt	DVKT	scrape
m02849	Sort letters:	wpellho	ehllopw	vendor_a
m02850	Uppercase:	kccuu	KCCUU	vendor_b
m02851	Sort letters:	spkznkl	kklnpsz	synthetic
m02852	Count vowels:	xzqqodogw	2	vendor_b
m02853	Repeat:	to batch batch copy the gradient and gradient line	to batch batch copy the gradient and gradient line	scrape
m02854	Uppercase:	pygwdjwz	PYGWDJWZ	synthetic
m02855	Sort letters:	yavhxgm	aghmvxy	vendor_b
m02856	Sort letters:	rnlff		vendor_b
m02857	Length:	tdiwt	5	vendor_a
m02858	Reverse:	mnrvrk	krvrnm	vendor_b
m02859	repeat:	jalapeño token señor	jalapeño token señor	scrape
m02860	Sort letters:	suwb	bsuw	vendor_b
m02861	Uppercase:	lrhtsg	LRHTSG	vendor_b
m02862	Count vowels:	gdiy	1	synthetic
m02863	Sort letters:	luorn	lnoru	vendor_a
m02864	Reverse:	kfm	mfk	vendor_b
m02865	Reverse:	fiwz	zwif	synthetic
m02866	Length:	iftqdmx	7	vendor_b
m02867	Uppercase:	ifktioeiq	IFKTIOEIQ	vendor_b
m02868	Sort letters:	aftgtny	afgntty	vendor_b
m02869	REPEAT:	data loss über	data loss über	scrape
m02870	Repeat:	café line a	café line a	vendor_a
m02871	Uppercase:	wiwbiurv	WIWBIURV	vendor_a
m02872	reverse:	wdyisqn	nqsiydw	scrape
m02873	Reverse:	rxqn	nqxr	synthetic
m02874	Count vowels:	fpgkuziodw	3	vendor_a
m02875	Uppercase:	tuizu	TUIZU	synthetic
m02876	Reverse:	ywljo	ojlwy	synthetic
m02877	COUNT VOWELS:	kaxujj	2	scrape
m02878	Count  vowels:	vyanlvj	1	scrape
m02879	LENGTH:	zvvco	5	scrape
m02880	Sort letters:	ekhmok		vendor_a
# ---- page break ----
m02881	Sort  letters:	ersqt	eqrst	scrape
m02882	reverse:	eglcq	qclge	scrape
m02883	LENGTH:	hs	2	scrape
m02884	Uppercase:	rnh	RNH	vendor_a
m02885	Reverse:	wnue	eunw	vendor_a
m02886	Sort letters:	yfyo	foyy	vendor_b
m02887	Count vowels:	qkjrrewpx	1	synthetic
m02888	rEVERSE:	jrxirpvz	zvprixrj	scrape
m02889	Uppercase:	zbibmb	ZBIBMB	synthetic
m02890	Reverse:	cyx	xyc	synthetic
m02891	Length:	wefnhqzbbyc	11	synthetic
m02892	Reverse:	thkwbxe	exbwkht	vendor_a
m02893	Uppercase:	rryq	RRYQ	vendor_a
m02894	Reverse:	jcj	jcj	vendor_b
m02895	Sort letters:	osolj	jloos	vendor_b
m02896	Sort letters:	ncavb	abcnv	vendor_b
m02897	Reverse:	fmrjpa	apjrmf	vendor_b
m02898	Uppercase:	ojyxvwrk	OJYXVWRK	vendor_b
m02899	Sort letters:	petriszo	eioprstz	scrape
m02900	Uppercase:	yrj	YRJ	vendor_b
m02901	Count vowels:	vjltxwk	0	scrape
m02902	Uppercase:	hdrancbto	HDRANCBTO	vendor_a
m02903	Sort letters:	gigz	ggiz	vendor_b
m02904	Count vowels:	axwhjf	1	vendor_a
m02905	sORT LETTERS:	tbrvgr	bgrrtv	scrape
m02906	rEVERSE:	ueekajj		scrape
m02907	Sort letters:	xdnjh	dhjnx	vendor_a
m02908	Sort letters:	jlqx	jlqx	synthetic
m02909	Length:	decxzz	6	vendor_a
m02910	Count vowels:	txjyxsw	0	vendor_a
m02911	Sort letters:	uetcmd	cdemtu	synthetic
m02912	Reverse:	kichmkpg	gpkmhcik	vendor_b
m02913	Sort letters:	cfkr	cfkr	vendor_a	EXTRA
m02914	Reverse:	teq	qet	synthetic
m02915	uPPERCASE:	wmatizv	WMATIZV	scrape
m02916	Sort letters:	spcf	cfps	vendor_b
m02917	Reverse:	zzp	pzz	vendor_a
m02918	Reverse:	mnzur	ruznm	vendor_a
m02919	sort letters:	wqax	aqwx	scrape	EXTRA
m02920	Reverse:	quosdxxl	lxxdsouq	vendor_a
m02921	uppercase:	ahcjv	AHCJV	scrape
m02922	Length:	utmkjdykaiu	11	vendor_a
m02923	Uppercase:	npuyzad	NPUYZAD	synthetic
m02924	Length:	xzid	4	vendor_a
m02925	Sort letters:	mwl
m02926	Reverse:	rbrpvg	gvprbr	vendor_b
m02927	UPPERCASE:	tjpjcs	TJPJCS	scrape
m02928	Repeat:	café single über über to without café	café single über über to without café	vendor_a
m02929	Count  vowels:	zrhjk	0	scrape
